Timestamp,Name,Timing
3.623471999999765,電車.wav,Start
9.64894860000004,電車.wav,End
14.650885900000048,電車.wav,Start
20.760708899999827,電車.wav,End
40.76532230000021,0280_2.wav,Start
46.871796899999936,0280_2.wav,End
51.87361180000016,0280_2.wav,Start
57.97694629999978,0280_2.wav,End
3.76432369999975,電車.wav,Start
9.796913199999835,電車.wav,End
14.798291399999925,電車.wav,Start
20.904041499999494,電車.wav,End
40.905947899999774,0280_2.wav,Start
47.012858799999776,0280_2.wav,End
52.01579739999988,0280_2.wav,Start
58.12118680000003,0280_2.wav,End
78.12461840000014,水の滴りと鳥2.wav,Start
84.2294036000003,水の滴りと鳥2.wav,End
89.23263640000005,水の滴りと鳥2.wav,Start
95.3389371000003,水の滴りと鳥2.wav,End
